time_s,height_ukf_m,velocity_ukf_mps,acceleration_ukf_mps2,height_sigma_m,velocity_sigma_mps,acceleration_sigma_mps2,tm_height_m,tm_speed_mps,tm_pressure_pa,em_height_m,em_speed_mps,em_pressure_pa
284.600000,2123.734631,-29.673132,-0.052190,6.665841,5.596208,3.655540,2152.870000,-29.295000,67075.000000,2060.454000,-29.693500,66770.750000
284.650000,2122.723486,-29.389094,0.002564,6.615488,5.571355,3.654455,2150.200000,-29.290000,67098.000000,2059.023500,-29.679000,66783.000000
284.700000,2119.648378,-30.424904,-0.217421,6.735059,5.629383,3.659555,2149.035000,-29.295000,67108.000000,2057.858500,-29.669000,66793.000000
284.750000,2118.746413,-30.054455,-0.137088,6.678650,5.599980,3.657855,2147.870000,-29.300000,67118.000000,2056.693000,-29.659500,66803.000000
284.800000,2118.741102,-29.095480,0.072127,6.760449,5.639234,3.659581,2147.870000,-29.300000,67118.000000,2055.523000,-29.654500,66813.000000
284.850000,2116.741277,-29.435661,0.000147,6.567072,5.542085,3.649601,2143.810000,-29.280000,67153.000000,2054.295500,-29.649000,66823.500000
284.900000,2113.688401,-30.454920,-0.215911,6.686851,5.601203,3.655126,2143.520000,-29.280000,67155.500000,2052.550500,-29.639000,66838.500000
284.950000,2112.848605,-30.043328,-0.126880,6.633989,5.574862,3.654021,2143.230000,-29.280000,67158.000000,2051.038000,-29.630000,66851.500000
285.000000,2112.582594,-29.252934,0.045872,6.744848,5.628584,3.658512,2143.230000,-29.280000,67158.000000,2051.618000,-29.630000,66846.500000
285.050000,2111.147592,-29.217852,0.057704,6.524748,5.518898,3.650435,2138.350000,-29.270000,67200.000000,2052.082000,-29.631000,66842.500000
285.100000,2110.788197,-28.505034,0.206393,6.637192,5.575435,3.655381,2138.350000,-29.270000,67200.000000,2051.502000,-29.641000,66847.500000
285.150000,2109.481723,-28.404526,0.224531,6.432928,5.476352,3.648327,2139.280000,-29.260000,67192.000000,2051.102000,-29.652000,66850.950000
285.200000,2106.801114,-29.207971,0.044002,6.554191,5.538572,3.654163,2138.990000,-29.270000,67194.500000,2052.322000,-29.672000,66840.450000
285.250000,2106.331805,-28.579929,0.169580,6.512016,5.520269,3.653719,2138.700000,-29.280000,67197.000000,2053.094000,-29.691500,66833.800000
285.300000,2103.517642,-29.467073,-0.026568,6.632654,5.580602,3.659038,2138.755000,-29.295000,67196.500000,2049.834000,-29.706500,66861.800000
285.350000,2103.155753,-28.765886,0.117138,6.584194,5.557187,3.657819,2138.810000,-29.310000,67196.000000,2046.894000,-29.720500,66887.050000
285.400000,2100.389729,-29.618035,-0.069119,6.703980,5.615755,3.662733,2137.360000,-29.325000,67208.500000,2046.834000,-29.725500,66887.550000
285.450000,2100.127514,-28.849403,0.090901,6.649439,5.587693,3.660898,2135.910000,-29.340000,67221.000000,2046.262000,-29.728000,66892.450000
285.500000,2099.533081,-28.322860,0.188598,6.608846,5.568656,3.658681,2133.385556,-29.348889,67242.777778,2041.082000,-29.708000,66936.950000
285.550000,2098.668247,-27.972557,0.248361,6.553696,5.542216,3.656510,2130.230000,-29.360000,67270.000000,2036.047500,-29.687000,66980.200000
285.600000,2095.572452,-29.057814,0.006756,6.673834,5.601471,3.661559,2128.895000,-29.360000,67281.500000,2032.322500,-29.657000,67012.200000
285.650000,2094.827775,-28.619070,0.091536,6.621659,5.575158,3.659935,2127.560000,-29.360000,67293.000000,2028.848000,-29.624500,67042.050000
285.700000,2091.706625,-29.706174,-0.143333,6.740814,5.632731,3.664640,2122.405000,-29.315000,67337.500000,2027.628000,-29.569500,67052.550000
285.750000,2090.635398,-29.465197,-0.094117,6.682671,5.602053,3.662486,2117.250000,-29.270000,67382.000000,2026.378500,-29.514000,67063.300000
285.800000,2090.028726,-28.920380,0.021434,6.662750,5.592033,3.658621,2116.058571,-29.247143,67392.285714,2024.863500,-29.454000,67076.300000
285.850000,2088.165916,-29.197657,-0.042268,6.576351,5.548884,3.653794,2113.080000,-29.190000,67418.000000,2023.331500,-29.394500,67089.450000
285.900000,2085.044120,-30.272277,-0.268655,6.695751,5.607510,3.658991,2112.730000,-29.140000,67421.000000,2021.646500,-29.339500,67103.950000
285.950000,2084.042542,-29.974074,-0.201655,6.640955,5.579692,3.657472,2112.380000,-29.090000,67424.000000,2019.921000,-29.284000,67118.800000
286.000000,2083.723381,-29.222966,-0.033813,6.751316,5.632934,3.661686,2112.380000,-29.090000,67424.000000,2017.831000,-29.224000,67136.800000
286.050000,2081.858223,-29.470078,-0.078264,6.528129,5.521169,3.653202,2109.260000,-29.000000,67451.000000,2015.869000,-29.164000,67153.700000
286.100000,2082.231350,-28.282107,0.177466,6.565918,5.542474,3.652546,2109.260000,-29.000000,67451.000000,2015.059000,-29.104000,67160.700000
286.150000,2079.554522,-29.084529,0.001019,6.441413,5.483336,3.645694,2106.710000,-28.920000,67473.000000,2014.126500,-29.044500,67168.750000
286.200000,2076.463974,-30.142655,-0.224666,6.562347,5.545080,3.651639,2105.845000,-28.875000,67480.500000,2012.091500,-28.989500,67186.250000
286.250000,2075.479662,-29.834304,-0.157051,6.518345,5.525351,3.651204,2104.980000,-28.830000,67488.000000,2010.283500,-28.935500,67201.800000
286.300000,2072.442256,-30.841577,-0.365198,6.638574,5.585203,3.656631,2102.205000,-28.795000,67512.000000,2010.518500,-28.890500,67199.800000
286.350000,2071.463822,-30.512752,-0.286617,6.588315,5.560440,3.655432,2099.430000,-28.760000,67536.000000,2010.811000,-28.845500,67197.300000
286.400000,2071.362341,-29.605143,-0.080750,6.671963,5.601876,3.657437,2099.430000,-28.760000,67536.000000,2011.621000,-28.800500,67190.300000
286.450000,2069.529971,-29.829827,-0.122121,6.488018,5.510532,3.647907,2095.500000,-28.700000,67570.000000,2012.263000,-28.756000,67184.750000
286.500000,2066.667331,-30.723103,-0.307541,6.608561,5.570975,3.653596,2095.440000,-28.690000,67570.500000,2011.393000,-28.716000,67192.250000
286.550000,2065.913639,-30.247554,-0.199287,6.560586,5.547835,3.652731,2095.380000,-28.680000,67571.000000,2010.552000,-28.676500,67199.500000
286.600000,2063.070786,-31.117824,-0.376306,6.680280,5.606468,3.657967,2098.850000,-28.660000,67541.000000,2009.972000,-28.641500,67204.500000
286.650000,2062.927658,-30.237636,-0.178708,6.626180,5.578600,3.656435,2102.320000,-28.640000,67511.000000,2009.252500,-28.606000,67210.700000
286.700000,2062.937249,-29.262541,0.036342,6.736854,5.631809,3.660686,2102.320000,-28.640000,67511.000000,2007.277500,-28.566000,67227.700000
286.750000,2062.319105,-28.697050,0.162533,6.514699,5.519869,3.652153,2098.270000,-28.610000,67546.000000,2005.245000,-28.527500,67245.200000
286.800000,2059.413084,-29.640641,-0.045218,6.634622,5.579566,3.657537,2096.885000,-28.610000,67558.000000,2002.695000,-28.502500,67267.200000
286.850000,2059.026851,-28.951129,0.096314,6.583962,5.554651,3.656329,2095.500000,-28.610000,67570.000000,2000.046500,-28.479000,67290.050000
286.900000,2055.968852,-29.987242,-0.128054,6.702984,5.612659,3.661310,2092.665000,-28.615000,67594.500000,1996.511500,-28.469000,67320.550000
286.950000,2055.379991,-29.423656,-0.010513,6.646358,5.583289,3.659499,2089.830000,-28.620000,67619.000000,1993.023000,-28.459500,67350.650000
287.000000,2052.196021,-30.529428,-0.244582,6.764320,5.639758,3.664169,2086.600000,-28.625000,67647.000000,1989.953000,-28.454500,67377.150000
287.050000,2051.391822,-30.095069,-0.150101,6.702008,5.606418,3.661887,2083.370000,-28.630000,67675.000000,1987.091500,-28.450500,67401.850000
287.100000,2050.489434,-29.736768,-0.077287,6.654421,5.582937,3.659351,2080.703333,-28.638889,67698.111111,1986.106500,-28.455500,67410.350000
287.150000,2049.301720,-29.563976,-0.044218,6.592554,5.552334,3.656896,2077.370000,-28.650000,67727.000000,1985.046500,-28.460000,67419.500000
287.200000,2046.153342,-30.643166,-0.271173,6.710858,5.610165,3.661851,2074.660000,-28.660000,67750.500000,1983.311500,-28.460000,67434.500000
287.250000,2045.061573,-30.391637,-0.214072,6.652673,5.580406,3.660032,2071.950000,-28.670000,67774.000000,1981.738500,-28.463500,67448.100000
287.300000,2041.961396,-31.419765,-0.422564,6.769936,5.636763,3.664678,2071.085000,-28.690000,67781.500000,1981.623500,-28.498500,67449.100000
287.350000,2041.072393,-31.019508,-0.327005,6.706227,5.603180,3.662392,2070.220000,-28.710000,67789.000000,1981.618500,-28.532500,67449.150000
287.400000,2040.690486,-30.293292,-0.163866,6.681842,5.591023,3.658455,2069.825714,-28.718571,67792.428571,1982.603500,-28.557500,67440.650000
287.450000,2039.345210,-30.200099,-0.140287,6.590245,5.545548,3.653560,2068.840000,-28.740000,67801.000000,1983.623000,-28.584500,67431.850000
287.500000,2036.579726,-31.014848,-0.306797,6.707960,5.603491,3.658753,2069.070000,-28.770000,67799.000000,1984.953000,-28.629500,67420.350000
287.550000,2036.182874,-30.301579,-0.148431,6.649161,5.574086,3.657207,2069.300000,-28.800000,67797.000000,1985.872000,-28.675500,67412.400000
287.600000,2033.319863,-31.175372,-0.326850,6.765924,5.630584,3.662057,2068.955000,-28.825000,67800.000000,1983.092000,-28.730500,67436.400000
287.650000,2033.014965,-30.400602,-0.155258,6.701788,5.597416,3.660007,2068.610000,-28.850000,67803.000000,1980.457000,-28.782000,67459.150000
287.700000,2033.895914,-28.864488,0.176194,6.728782,5.610524,3.658321,2068.610000,-28.850000,67803.000000,1979.127000,-28.802000,67470.650000
287.750000,2032.485841,-28.831046,0.177217,6.581020,5.537247,3.650152,2072.990000,-28.910000,67765.000000,1977.594500,-28.821000,67483.900000
287.800000,2029.554003,-29.780660,-0.031184,6.698384,5.595461,3.655596,2069.070000,-28.930000,67799.000000,1974.239500,-28.831000,67512.900000
287.850000,2029.169606,-29.088953,0.109297,6.639748,5.566824,3.654345,2065.150000,-28.950000,67833.000000,1970.821500,-28.841000,67542.450000
287.900000,2026.061945,-30.145783,-0.118696,6.756231,5.623582,3.659405,2062.675000,-28.940000,67854.500000,1966.836500,-28.851000,67576.950000
287.950000,2025.486122,-29.572001,-0.000222,6.692327,5.591137,3.657603,2060.200000,-28.930000,67876.000000,1963.053500,-28.860000,67609.700000
288.000000,2025.748501,-28.454190,0.235898,6.770357,5.629092,3.659303,2060.200000,-28.930000,67876.000000,1961.088500,-28.860000,67626.700000
288.050000,2023.804417,-28.768919,0.162752,6.567757,5.528771,3.649255,2052.720000,-28.920000,67941.000000,1959.101000,-28.860000,67643.900000
288.100000,2020.658649,-29.857732,-0.074390,6.684890,5.587296,3.654788,2049.095000,-28.890000,67972.500000,1956.911000,-28.860000,67662.900000
288.150000,2019.511270,-29.658713,-0.037274,6.626755,5.559529,3.653676,2045.470000,-28.860000,68004.000000,1954.847500,-28.859000,67680.800000
288.200000,2016.364017,-30.728939,-0.261875,6.743058,5.616577,3.658804,2045.755000,-28.835000,68001.500000,1953.922500,-28.849000,67688.800000
288.250000,2015.504985,-30.325805,-0.173227,6.679664,5.584926,3.657109,2046.040000,-28.810000,67999.000000,1953.067000,-28.838000,67696.200000
288.300000,2015.260782,-29.517946,0.004671,6.786802,5.636781,3.661288,2046.040000,-28.810000,67999.000000,1952.837000,-28.818000,67698.200000
288.350000,2013.730477,-29.537132,0.007047,6.551734,5.520409,3.652644,2042.140000,-28.750000,68033.000000,1952.705000,-28.796000,67699.350000
288.400000,2010.818558,-30.458018,-0.187960,6.668742,5.579294,3.657990,2041.565000,-28.715000,68038.000000,1953.455000,-28.756000,67692.850000
288.450000,2010.145879,-29.937662,-0.076601,6.611382,5.552483,3.656747,2040.990000,-28.680000,68043.000000,1953.985500,-28.716000,67688.250000
288.500000,2007.209183,-30.865490,-0.269521,6.727641,5.609900,3.661703,2040.125000,-28.630000,68050.500000,1952.540500,-28.676000,67700.750000
288.550000,2006.650385,-30.263141,-0.137292,6.665075,5.579161,3.659881,2039.260000,-28.580000,68058.000000,1951.136500,-28.636500,67712.900000
288.600000,2003.717027,-31.180605,-0.325201,6.780469,5.635237,3.664534,2040.640000,-28.510000,68046.000000,1950.101500,-28.601500,67721.900000
288.650000,2003.534877,-30.329565,-0.138085,6.712986,5.601000,3.662259,2042.020000,-28.440000,68034.000000,1949.014000,-28.567000,67731.350000
288.700000,2003.182679,-29.616818,0.007046,6.660914,5.577014,3.659739,2039.517778,-28.377778,68055.777778,1947.454000,-28.537000,67744.850000
288.750000,2002.549012,-29.086686,0.112884,6.594978,5.546101,3.657305,2036.390000,-28.300000,68083.000000,1945.854000,-28.507500,67758.700000
288.800000,1999.612763,-30.032872,-0.092143,6.711324,5.603924,3.662247,2034.325000,-28.250000,68101.000000,1943.894000,-28.482500,67775.700000
288.850000,1999.081799,-29.430847,0.032139,6.649813,5.574140,3.660447,2032.260000,-28.200000,68119.000000,1941.842000,-28.459000,67793.500000
288.900000,1996.036399,-30.439403,-0.182447,6.765341,5.630583,3.665080,2029.675000,-28.155000,68141.500000,1938.962000,-28.449000,67818.500000
288.950000,1995.358286,-29.924614,-0.073219,6.698872,5.597182,3.662808,2027.090000,-28.110000,68164.000000,1936.232000,-28.441000,67842.200000
289.000000,1995.094814,-29.148895,0.088988,6.672269,5.585318,3.658878,2027.024286,-28.104286,68164.571429,1934.852000,-28.451000,67854.200000
289.050000,1993.827743,-29.030809,0.106546,6.578443,5.540272,3.653996,2026.860000,-28.090000,68166.000000,1933.472000,-28.461000,67866.200000
289.100000,1990.823107,-30.023496,-0.108228,6.694908,5.598427,3.659169,2024.855000,-28.080000,68183.500000,1932.092000,-28.471000,67878.200000
289.150000,1990.192540,-29.487042,0.002629,6.634446,5.569468,3.657621,2022.850000,-28.070000,68201.000000,1930.775000,-28.482000,67889.650000
289.200000,1987.202918,-30.460060,-0.203398,6.750128,5.626186,3.662448,2020.840000,-28.080000,68218.500000,1930.025000,-28.502000,67896.150000
289.250000,1986.596595,-29.898522,-0.082976,6.684662,5.593482,3.660386,2018.830000,-28.090000,68236.000000,1929.091000,-28.521500,67904.250000
289.300000,1987.318896,-28.478390,0.221214,6.710621,5.606941,3.658681,2018.830000,-28.090000,68236.000000,1926.501000,-28.536500,67926.750000
289.350000,1984.994664,-29.041799,0.094198,6.561819,5.534255,3.650495,2015.970000,-28.120000,68261.000000,1924.187500,-28.551000,67946.850000
289.400000,1982.066047,-29.986456,-0.109985,6.678427,5.592666,3.655913,2016.200000,-28.135000,68259.000000,1924.362500,-28.561000,67945.350000
289.450000,1981.617468,-29.333110,0.026143,6.619043,5.564438,3.654634,2016.430000,-28.150000,68257.000000,1924.353000,-28.571000,67945.450000
289.500000,1978.650414,-30.296206,-0.178922,6.734903,5.621367,3.659668,2013.965000,-28.170000,68278.500000,1922.683000,-28.581000,67959.950000
289.550000,1978.123049,-29.687370,-0.049415,6.670468,5.589282,3.657831,2011.500000,-28.190000,68300.000000,1920.996000,-28.593000,67974.600000
289.600000,1978.325483,-28.605701,0.181683,6.748019,5.627425,3.659505,2011.500000,-28.190000,68300.000000,1919.156000,-28.623000,67990.600000
289.650000,1976.870662,-28.604679,0.177364,6.545210,5.527546,3.649410,2010.010000,-28.280000,68313.000000,1917.661000,-28.653000,68003.600000
289.700000,1974.092013,-29.463585,-0.012215,6.661972,5.586187,3.654921,2008.920000,-28.310000,68322.500000,1919.271000,-28.683000,67989.600000
289.750000,1973.732559,-28.763040,0.130267,6.603699,5.558671,3.653771,2007.830000,-28.340000,68332.000000,1920.432500,-28.712000,67979.500000
289.800000,1970.845474,-29.688826,-0.071399,6.719741,5.615807,3.658879,2006.285000,-28.405000,68345.500000,1917.557500,-28.732000,68004.500000
289.850000,1970.438433,-29.015768,0.067288,6.656362,5.584345,3.657144,2004.740000,-28.470000,68359.000000,1914.568000,-28.753500,68030.500000
289.900000,1970.374490,-28.121071,0.253709,6.763339,5.636261,3.661304,2004.740000,-28.470000,68359.000000,1910.548000,-28.788500,68065.500000
289.950000,1969.277695,-27.892989,0.298004,6.528672,5.520075,3.652599,2003.940000,-28.570000,68366.000000,1906.844000,-28.822000,68097.750000
290.000000,1969.228727,-27.012977,0.471819,6.637768,5.575358,3.657318,2003.940000,-28.570000,68366.000000,1905.984000,-28.842000,68105.250000
290.050000,1967.767832,-27.044235,0.451508,6.422307,5.471786,3.649840,1995.250000,-28.700000,68442.000000,1904.963000,-28.862500,68114.150000
290.100000,1964.790558,-28.071257,0.213690,6.540777,5.533201,3.655520,1995.360000,-28.750000,68441.000000,1902.493000,-28.887500,68135.650000
290.150000,1964.035774,-27.660392,0.283857,6.492643,5.512821,3.654841,1995.470000,-28.800000,68440.000000,1900.161000,-28.913500,68155.950000
290.200000,1961.037600,-28.690133,0.052284,6.610614,5.572483,3.660035,1992.385000,-28.845000,68467.000000,1899.071000,-28.948500,68165.450000
290.250000,1960.176569,-28.335445,0.117683,6.556806,5.547334,3.658618,1989.300000,-28.890000,68494.000000,1898.055500,-28.982000,68174.300000
290.300000,1959.260734,-28.028819,0.168934,6.516987,5.530992,3.656728,1988.895556,-28.938889,68497.555556,1897.710500,-29.002000,68177.300000
290.350000,1958.330095,-27.730843,0.218746,6.462821,5.507179,3.654850,1988.390000,-29.000000,68502.000000,1897.325500,-29.022500,68180.650000
290.400000,1955.439616,-28.695103,0.002994,6.581720,5.567381,3.660045,1988.045000,-29.050000,68505.000000,1896.580500,-29.047500,68187.150000
290.450000,1954.865231,-28.154553,0.111152,6.530695,5.543406,3.658629,1987.700000,-29.100000,68508.000000,1895.829500,-29.074000,68193.700000
290.500000,1951.976815,-29.109002,-0.097749,6.648883,5.601857,3.663439,1985.930000,-29.145000,68523.500000,1895.024500,-29.114000,68200.700000
290.550000,1951.440071,-28.535362,0.021921,6.592135,5.573288,3.661423,1984.160000,-29.190000,68539.000000,1894.105500,-29.154500,68208.700000
290.600000,1951.267986,-27.733249,0.187528,6.573283,5.565000,3.657656,1983.768571,-29.207143,68542.428571,1892.160500,-29.199500,68225.700000
290.650000,1950.059968,-27.616613,0.200764,6.488808,5.523838,3.652907,1982.790000,-29.250000,68551.000000,1890.358000,-29.247000,68241.450000
290.700000,1947.209533,-28.560992,-0.009971,6.607655,5.583124,3.658153,1982.215000,-29.300000,68556.000000,1889.838000,-29.317000,68245.950000
290.750000,1946.802710,-27.915518,0.121365,6.554410,5.556803,3.656668,1981.640000,-29.350000,68561.000000,1889.198500,-29.388000,68251.500000
290.800000,1943.903207,-28.885393,-0.091108,6.672419,5.614382,3.661543,1978.390000,-29.410000,68589.500000,1887.483500,-29.468000,68266.500000
290.850000,1943.323573,-28.346257,0.020675,6.613477,5.583658,3.659496,1975.140000,-29.470000,68618.000000,1885.728000,-29.549500,68281.850000
290.900000,1944.063360,-26.945811,0.319017,6.643545,5.598213,3.657806,1975.140000,-29.470000,68618.000000,1883.608000,-29.644500,68300.350000
290.950000,1941.992057,-27.395868,0.210871,6.501981,5.527085,3.649572,1975.590000,-29.610000,68614.000000,1881.368000,-29.737500,68319.900000
291.000000,1938.963445,-28.462272,-0.025893,6.620494,5.585808,3.655016,1971.085000,-29.670000,68653.500000,1878.048000,-29.812500,68348.900000
291.050000,1938.053413,-28.149678,0.033819,6.565724,5.558262,3.653700,1966.580000,-29.730000,68693.000000,1874.836500,-29.887000,68376.950000
291.100000,1934.940914,-29.253646,-0.203036,6.683328,5.615332,3.658756,1966.180000,-29.775000,68696.500000,1872.601500,-29.957000,68396.450000
291.150000,1934.164952,-28.838074,-0.113918,6.622894,5.583531,3.656870,1965.780000,-29.820000,68700.000000,1870.430000,-30.025500,68415.400000
291.200000,1934.323798,-27.806136,0.110792,6.702432,5.621694,3.658551,1965.780000,-29.820000,68700.000000,1868.830000,-30.080500,68429.400000
291.250000,1932.217447,-28.256347,0.013638,6.504421,5.521698,3.648350,1959.630000,-29.870000,68754.000000,1867.304000,-30.135000,68442.750000
291.300000,1929.154090,-29.325295,-0.214647,6.622456,5.580199,3.653889,1958.605000,-29.895000,68763.000000,1866.444000,-30.185000,68450.250000
291.350000,1928.255849,-28.986790,-0.141222,6.566791,5.552333,3.652697,1957.580000,-29.920000,68772.000000,1865.584500,-30.232500,68457.750000
291.400000,1925.192083,-30.038916,-0.359060,6.683919,5.609251,3.657835,1955.985000,-29.910000,68786.000000,1864.729500,-30.257500,68465.250000
291.450000,1924.367246,-29.636824,-0.265679,6.622690,5.577261,3.656060,1954.390000,-29.900000,68800.000000,1863.845500,-30.284000,68473.000000
291.500000,1924.131714,-28.843171,-0.085806,6.730613,5.628891,3.660248,1954.390000,-29.900000,68800.000000,1862.700500,-30.324000,68483.000000
291.550000,1922.611796,-28.882195,-0.083694,6.498489,5.511701,3.651450,1951.430000,-29.890000,68826.000000,1861.636000,-30.363000,68492.300000
291.600000,1919.659795,-29.861759,-0.288369,6.616069,5.570312,3.656824,1948.185000,-29.880000,68854.500000,1861.296000,-30.393000,68495.300000
291.650000,1918.685083,-29.557928,-0.218490,6.560167,5.542862,3.655528,1944.940000,-29.870000,68883.000000,1860.932500,-30.419500,68498.500000
291.700000,1915.754010,-30.507965,-0.411044,6.676881,5.599953,3.660514,1946.990000,-29.865000,68865.000000,1860.357500,-30.414500,68503.500000
291.750000,1915.259013,-29.878696,-0.266413,6.615506,5.568459,3.658642,1949.040000,-29.860000,68847.000000,1859.937500,-30.408000,68507.150000
291.800000,1912.448666,-30.741566,-0.438104,6.731244,5.624180,3.663327,1947.160000,-29.840000,68863.500000,1860.912500,-30.388000,68498.650000
291.850000,1912.066112,-30.032681,-0.274953,6.664735,5.589125,3.661007,1945.280000,-29.820000,68880.000000,1861.481500,-30.368000,68493.700000
291.900000,1911.456674,-29.493786,-0.158940,6.613509,5.564377,3.658461,1947.404444,-29.793333,68861.333333,1858.396500,-30.348000,68520.700000
291.950000,1911.129162,-28.774480,-0.005176,6.548333,5.532660,3.656000,1950.060000,-29.760000,68838.000000,1855.471500,-30.325000,68546.300000
292.000000,1908.248405,-29.706271,-0.202897,6.664794,5.590142,3.660987,1947.330000,-29.730000,68862.000000,1853.986500,-30.275000,68559.300000
292.050000,1907.959555,-28.959898,-0.042480,6.603860,5.559577,3.659166,1944.600000,-29.700000,68886.000000,1852.199000,-30.223500,68574.950000
292.100000,1907.362628,-28.438754,0.059094,6.557624,5.538690,3.656994,1944.951111,-29.646667,68882.888889,1847.689000,-30.158500,68614.450000
292.150000,1906.822583,-27.881605,0.168310,6.497287,5.510632,3.654870,1945.390000,-29.580000,68879.000000,1843.248000,-30.091500,68653.350000
292.200000,1906.789869,-27.006885,0.341710,6.482783,5.506840,3.651959,1942.075714,-29.551429,68908.142857,1839.428000,-30.006500,68686.850000
292.250000,1905.026495,-27.267550,0.266969,6.404407,5.471092,3.648091,1933.790000,-29.480000,68981.000000,1835.893000,-29.918500,68717.850000
292.300000,1901.922176,-28.384704,0.016087,6.523218,5.532036,3.653787,1930.325000,-29.400000,69011.500000,1834.923000,-29.803500,68726.350000
292.350000,1900.761969,-28.235683,0.038717,6.474691,5.510058,3.652962,1926.860000,-29.320000,69042.000000,1833.776500,-29.687500,68736.400000
292.400000,1897.538213,-29.410189,-0.214783,6.592826,5.569212,3.658188,1924.590000,-29.225000,69062.000000,1831.041500,-29.562500,68760.400000
292.450000,1896.298744,-29.291650,-0.188910,6.538427,5.542478,3.656659,1922.320000,-29.130000,69082.000000,1828.494500,-29.437500,68782.750000
292.500000,1896.647371,-28.123188,0.069957,6.570742,5.559584,3.655317,1922.320000,-29.130000,69082.000000,1827.639500,-29.312500,68790.250000
292.550000,1893.769545,-29.071068,-0.134428,6.435114,5.492841,3.647503,1920.960000,-28.930000,69094.000000,1826.762000,-29.187000,68797.950000
292.600000,1890.612416,-30.184949,-0.367920,6.553837,5.552772,3.653135,1918.690000,-28.835000,69114.000000,1825.682000,-29.057000,68807.450000
292.650000,1889.461548,-29.989824,-0.318301,6.502631,5.528106,3.652088,1916.420000,-28.740000,69134.000000,1824.482500,-28.927500,68818.000000
292.700000,1886.217542,-31.138791,-0.551232,6.620544,5.586278,3.657286,1915.345000,-28.640000,69143.500000,1822.207500,-28.802500,68838.000000
292.750000,1885.143576,-30.872368,-0.478511,6.563508,5.557041,3.655597,1914.270000,-28.540000,69153.000000,1820.091500,-28.678500,68856.600000
292.800000,1885.088074,-29.928098,-0.255475,6.644004,5.596460,3.657394,1914.270000,-28.540000,69153.000000,1819.406500,-28.563500,68862.600000
292.850000,1882.870172,-30.401486,-0.342365,6.451190,5.499564,3.647342,1910.410000,-28.370000,69187.000000,1818.807000,-28.450000,68867.850000
292.900000,1879.789654,-31.432056,-0.548739,6.569552,5.558846,3.652955,1908.655000,-28.280000,69202.500000,1818.977000,-28.350000,68866.350000
292.950000,1878.776977,-31.113950,-0.464144,6.516517,5.532702,3.651842,1906.900000,-28.190000,69218.000000,1819.244000,-28.252500,68864.000000
293.000000,1878.380563,-30.382353,-0.287561,6.626124,5.586572,3.656404,1906.900000,-28.190000,69218.000000,1820.384000,-28.177500,68854.000000
293.050000,1877.076638,-30.242381,-0.238754,6.407287,5.477086,3.648214,1907.010000,-28.060000,69217.000000,1821.279000,-28.103500,68846.150000
293.100000,1876.740429,-29.488554,-0.066751,6.518584,5.533785,3.653237,1907.010000,-28.060000,69217.000000,1819.969000,-28.038500,68857.650000
293.150000,1875.653710,-29.225017,-0.000965,6.315806,5.434945,3.646082,1909.280000,-27.950000,69197.000000,1818.761500,-27.973000,68868.250000
293.200000,1872.862045,-30.092552,-0.187810,6.435934,5.497315,3.652001,1910.300000,-27.905000,69188.000000,1818.476500,-27.903000,68870.750000
293.250000,1872.611127,-29.299686,-0.015365,6.394000,5.479162,3.651542,1911.320000,-27.860000,69179.000000,1817.970000,-27.833500,68875.200000
293.300000,1869.727686,-30.226104,-0.214459,6.513567,5.539604,3.656933,1908.200000,-27.815000,69206.500000,1815.470000,-27.768500,68897.200000
293.350000,1869.291256,-29.551706,-0.066723,6.465420,5.516235,3.655675,1905.080000,-27.770000,69234.000000,1813.021000,-27.705000,68918.750000
293.400000,1866.345272,-30.512940,-0.270907,6.584180,5.574869,3.660653,1904.970000,-27.720000,69235.000000,1811.031000,-27.655000,68936.250000
293.450000,1866.069321,-29.728078,-0.097320,6.529987,5.546744,3.658763,1904.860000,-27.670000,69236.000000,1808.751000,-27.606000,68956.300000
293.500000,1865.464900,-29.185024,0.012441,6.489799,5.527721,3.656515,1901.940000,-27.634444,69261.777778,1803.861000,-27.566000,68999.300000
293.550000,1864.539628,-28.852608,0.076299,6.435126,5.501227,3.654297,1898.290000,-27.590000,69294.000000,1799.375000,-27.528000,69038.750000
293.600000,1861.445238,-29.927724,-0.158703,6.554308,5.560509,3.659413,1895.120000,-27.590000,69322.000000,1798.525000,-27.508000,69046.250000
293.650000,1860.602292,-29.528072,-0.073879,6.502551,5.534053,3.657736,1891.950000,-27.590000,69350.000000,1797.726000,-27.488500,69053.300000
293.700000,1857.536498,-30.568623,-0.294573,6.620768,5.591615,3.662502,1889.010000,-27.560000,69376.000000,1797.386000,-27.473500,69056.300000
293.750000,1856.648721,-30.183755,-0.206799,6.563052,5.560707,3.660282,1886.070000,-27.530000,69402.000000,1797.068500,-27.459500,69059.100000
293.800000,1856.233745,-29.490902,-0.053505,6.543370,5.550555,3.656391,1885.778571,-27.521429,69404.571429,1796.953500,-27.454500,69060.100000
293.850000,1854.828236,-29.456956,-0.047436,6.457755,5.507186,3.651491,1885.050000,-27.500000,69411.000000,1796.691000,-27.453000,69062.400000
293.900000,1851.852761,-30.439281,-0.256599,6.576263,5.565797,3.656760,1883.695000,-27.465000,69423.000000,1795.101000,-27.483000,69076.400000
293.950000,1851.122572,-29.953060,-0.148301,6.521965,5.537748,3.655189,1882.340000,-27.430000,69435.000000,1793.483000,-27.514000,69090.650000
